student_id,application_id,discovery_channel,college_id,cohort_year,field_of_study,stem_flag,family_income_band,first_gen_flag,in_state_flag,hs_gpa,enrollment_status,graduation_year,dropout_year,years_to_outcome,cumulative_gpa
S004184,A015436,Friends / Family / Alumni,C05,2022,Business,Non-STEM,$100K-$150K,0,1,3.7,Graduated,2026,,4,2.99
S004185,A015439,Campus Visit / Open House,C05,2022,Biology & Life Sciences,STEM,$150K+,0,1,3.32,Graduated,2026,,4,2.6
S004186,A015440,College Fair,C05,2022,Business,Non-STEM,$30K-$60K,0,1,3.61,Enrolled (Active),,,,3.83
S004187,A015443,Friends / Family / Alumni,C05,2022,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.44,Graduated,2026,,4,3.32
S004188,A015444,College Website,C05,2022,Engineering,STEM,$60K-$100K,1,0,3.48,Dropped Out,,2023,1,2.3
S004189,A015448,High School Counselor,C05,2022,Arts & Humanities,Non-STEM,$100K-$150K,0,1,2.76,Dropped Out,,2025,3,2.55
S004190,A015452,High School Counselor,C05,2022,Biology & Life Sciences,STEM,Under $30K,1,1,2.88,Graduated,2026,,4,2.99
S004191,A015455,College Website,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,0,0,2.53,Graduated,2026,,4,2.49
S004192,A015456,College Fair,C05,2022,Social Sciences,Non-STEM,Under $30K,1,0,3.22,Graduated,2026,,4,2.84
S004193,A015459,Campus Visit / Open House,C05,2022,Social Sciences,Non-STEM,Under $30K,1,0,3.32,Graduated,2026,,4,2.49
S004194,A015462,College Website,C05,2022,Arts & Humanities,Non-STEM,$30K-$60K,1,1,3.23,Graduated,2026,,4,3.38
S004195,A015474,Friends / Family / Alumni,C05,2022,Physical Sciences & Math,STEM,$60K-$100K,1,0,3.86,Graduated,2026,,4,2.93
S004196,A015475,Social Media,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,1,1,4.0,Dropped Out,,2026,4,2.36
S004197,A015476,Social Media,C05,2022,Business,Non-STEM,$60K-$100K,0,1,3.19,Graduated,2026,,4,3.01
S004198,A015478,Online Search / Rankings Sites,C05,2022,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.14,Enrolled (Active),,,,3.46
S004199,A015485,High School Counselor,C05,2022,Psychology,Non-STEM,$30K-$60K,1,0,3.37,Enrolled (Active),,,,3.31
S004200,A015486,High School Counselor,C05,2022,Engineering,STEM,$150K+,0,1,2.67,Dropped Out,,2024,2,2.61
S004201,A015487,Friends / Family / Alumni,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.39,Dropped Out,,2023,1,1.27
S004202,A015488,College Website,C05,2022,Nursing & Health Sciences,STEM,$30K-$60K,1,0,2.92,Graduated,2026,,4,3.59
S004203,A015501,Campus Visit / Open House,C05,2022,Computer Science,STEM,$30K-$60K,0,0,3.37,Dropped Out,,2026,4,2.6
S004204,A015505,High School Counselor,C05,2022,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.71,Graduated,2026,,4,2.83
S004205,A015507,Friends / Family / Alumni,C05,2022,Engineering,STEM,$150K+,0,1,2.36,Graduated,2026,,4,2.78
S004206,A015508,Friends / Family / Alumni,C05,2022,Computer Science,STEM,$100K-$150K,0,0,4.0,Graduated,2026,,4,2.69
S004207,A015509,Friends / Family / Alumni,C05,2022,Business,Non-STEM,Under $30K,0,0,3.39,Graduated,2026,,4,3.05
S004208,A015512,College Fair,C05,2022,Arts & Humanities,Non-STEM,$150K+,0,0,2.95,Dropped Out,,2023,1,1.86
S004209,A015513,High School Counselor,C05,2022,Nursing & Health Sciences,STEM,$30K-$60K,0,1,3.66,Graduated,2026,,4,3.29
S004210,A015514,Social Media,C05,2022,Arts & Humanities,Non-STEM,$100K-$150K,0,1,2.89,Enrolled (Active),,,,2.75
S004211,A015519,Campus Visit / Open House,C05,2022,Business,Non-STEM,Under $30K,1,0,4.0,Graduated,2026,,4,3.16
S004212,A015523,Friends / Family / Alumni,C05,2022,Education,Non-STEM,$150K+,0,0,2.79,Enrolled (Active),,,,3.19
S004213,A015524,Social Media,C05,2022,Social Sciences,Non-STEM,$60K-$100K,0,0,4.0,Dropped Out,,2023,1,2.7
S004214,A015529,Friends / Family / Alumni,C05,2022,Biology & Life Sciences,STEM,$60K-$100K,0,0,3.64,Dropped Out,,2024,2,2.63
S004215,A015532,College Website,C05,2022,Engineering,STEM,$30K-$60K,0,1,3.94,Graduated,2026,,4,3.14
S004216,A015534,Friends / Family / Alumni,C05,2022,Computer Science,STEM,Under $30K,1,1,3.06,Dropped Out,,2023,1,2.67
S004217,A015535,Friends / Family / Alumni,C05,2022,Business,Non-STEM,$60K-$100K,0,1,3.92,Graduated,2026,,4,3.4
S004218,A015537,Campus Visit / Open House,C05,2022,Engineering,STEM,$100K-$150K,1,1,3.72,Enrolled (Active),,,,2.87
S004219,A015540,College Website,C05,2022,Physical Sciences & Math,STEM,$60K-$100K,0,0,2.64,Graduated,2026,,4,2.69
S004220,A015541,Advertising / Direct Mail,C05,2022,Business,Non-STEM,$30K-$60K,0,0,2.3,Graduated,2026,,4,2.85
S004221,A015546,High School Counselor,C05,2022,Psychology,Non-STEM,$60K-$100K,0,1,3.94,Enrolled (Active),,,,2.9
S004222,A015547,Friends / Family / Alumni,C05,2022,Arts & Humanities,Non-STEM,$150K+,0,0,3.33,Enrolled (Active),,,,3.14
S004223,A015564,Campus Visit / Open House,C05,2022,Business,Non-STEM,$30K-$60K,1,0,3.42,Graduated,2026,,4,2.86
S004224,A015567,Friends / Family / Alumni,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.15,Graduated,2026,,4,3.25
S004225,A015568,High School Counselor,C05,2022,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.38,Graduated,2026,,4,3.4
S004226,A015573,Online Search / Rankings Sites,C05,2022,Engineering,STEM,$30K-$60K,0,0,2.84,Enrolled (Active),,,,2.8
S004227,A015579,Social Media,C05,2022,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.11,Graduated,2026,,4,3.06
S004228,A015584,High School Counselor,C05,2022,Computer Science,STEM,Under $30K,1,1,2.83,Dropped Out,,2026,4,2.79
S004229,A015585,Campus Visit / Open House,C05,2022,Education,Non-STEM,$100K-$150K,0,0,3.22,Graduated,2026,,4,3.18
S004230,A015586,High School Counselor,C05,2022,Physical Sciences & Math,STEM,$60K-$100K,0,1,2.76,Dropped Out,,2023,1,3.59
S004231,A015588,Friends / Family / Alumni,C05,2022,Social Sciences,Non-STEM,Under $30K,0,0,3.15,Graduated,2026,,4,2.52
S004232,A015590,College Website,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.05,Graduated,2026,,4,3.36
S004233,A015591,Friends / Family / Alumni,C05,2022,Engineering,STEM,$60K-$100K,0,1,4.0,Enrolled (Active),,,,3.42
S004234,A015593,Advertising / Direct Mail,C05,2022,Physical Sciences & Math,STEM,$100K-$150K,0,1,2.83,Dropped Out,,2024,2,2.56
S004235,A015597,Friends / Family / Alumni,C05,2022,Biology & Life Sciences,STEM,$150K+,0,0,2.97,Graduated,2026,,4,3.42
S004236,A015598,High School Counselor,C05,2022,Arts & Humanities,Non-STEM,$150K+,0,0,3.55,Dropped Out,,2026,4,3.23
S004237,A015603,High School Counselor,C05,2022,Nursing & Health Sciences,STEM,$100K-$150K,0,1,4.0,Graduated,2026,,4,2.91
S004238,A015606,High School Counselor,C05,2022,Arts & Humanities,Non-STEM,Under $30K,0,0,4.0,Enrolled (Active),,,,3.55
S004239,A015608,College Fair,C05,2022,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.33,Graduated,2026,,4,3.21
S004240,A015609,College Website,C05,2022,Business,Non-STEM,$30K-$60K,0,0,3.45,Graduated,2026,,4,3.31
S004241,A015611,Advertising / Direct Mail,C05,2022,Engineering,STEM,$30K-$60K,1,0,2.64,Dropped Out,,2023,1,2.53
S004242,A015612,Campus Visit / Open House,C05,2022,Psychology,Non-STEM,$60K-$100K,1,0,3.48,Dropped Out,,2024,2,2.22
S004243,A015614,College Website,C05,2022,Education,Non-STEM,$30K-$60K,1,0,3.64,Enrolled (Active),,,,3.27
S004244,A015620,Campus Visit / Open House,C05,2022,Education,Non-STEM,$100K-$150K,0,1,3.79,Graduated,2026,,4,3.41
S004245,A015623,College Website,C05,2022,Nursing & Health Sciences,STEM,$150K+,0,1,2.88,Enrolled (Active),,,,2.76
S004246,A015624,High School Counselor,C05,2022,Social Sciences,Non-STEM,$100K-$150K,0,1,3.47,Dropped Out,,2023,1,2.26
S004247,A015626,Social Media,C05,2022,Business,Non-STEM,$30K-$60K,0,0,3.63,Enrolled (Active),,,,2.83
S004248,A015630,Social Media,C05,2022,Education,Non-STEM,$30K-$60K,0,0,3.54,Graduated,2026,,4,2.65
S004249,A015639,High School Counselor,C05,2022,Social Sciences,Non-STEM,$150K+,0,0,2.99,Dropped Out,,2024,2,2.74
S004250,A015641,Friends / Family / Alumni,C05,2022,Psychology,Non-STEM,Under $30K,1,1,3.19,Enrolled (Active),,,,3.44
S004251,A015642,Online Search / Rankings Sites,C05,2022,Physical Sciences & Math,STEM,$60K-$100K,1,1,3.43,Graduated,2026,,4,3.48
S004252,A015644,Friends / Family / Alumni,C05,2022,Physical Sciences & Math,STEM,$60K-$100K,1,1,4.0,Graduated,2026,,4,3.17
S004253,A015645,High School Counselor,C05,2022,Arts & Humanities,Non-STEM,$60K-$100K,1,1,3.36,Graduated,2026,,4,2.73
S004254,A015647,College Website,C05,2022,Arts & Humanities,Non-STEM,Under $30K,0,0,2.26,Dropped Out,,2025,3,2.49
S004255,A015648,High School Counselor,C05,2022,Engineering,STEM,$30K-$60K,0,1,3.13,Graduated,2026,,4,2.95
S004256,A015649,Friends / Family / Alumni,C05,2022,Nursing & Health Sciences,STEM,Under $30K,0,1,3.38,Enrolled (Active),,,,3.27
S004257,A015650,Social Media,C05,2022,Computer Science,STEM,$60K-$100K,0,1,2.97,Graduated,2026,,4,3.05
S004258,A015652,Friends / Family / Alumni,C05,2022,Business,Non-STEM,$30K-$60K,1,0,2.67,Graduated,2026,,4,2.73
S004259,A015655,College Website,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,0,0,2.77,Graduated,2026,,4,3.28
S004260,A015656,Friends / Family / Alumni,C05,2022,Engineering,STEM,Under $30K,1,1,3.12,Enrolled (Active),,,,3.54
S004261,A015658,Online Search / Rankings Sites,C05,2022,Computer Science,STEM,Under $30K,1,1,3.65,Graduated,2026,,4,2.9
S004262,A015664,College Website,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,1,0,2.87,Enrolled (Active),,,,3.1
S004263,A015665,Campus Visit / Open House,C05,2022,Nursing & Health Sciences,STEM,$60K-$100K,1,0,3.23,Enrolled (Active),,,,3.2
S004264,A015666,Campus Visit / Open House,C05,2022,Arts & Humanities,Non-STEM,Under $30K,1,0,3.64,Dropped Out,,2024,2,3.13
S004265,A015667,Friends / Family / Alumni,C05,2022,Business,Non-STEM,$30K-$60K,1,0,3.8,Graduated,2026,,4,3.35
S004266,A015672,High School Counselor,C05,2023,Arts & Humanities,Non-STEM,$30K-$60K,0,0,3.39,Enrolled (Active),,,,3.33
S004267,A015676,Campus Visit / Open House,C05,2023,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.36,Enrolled (Active),,,,3.29
S004268,A015679,Campus Visit / Open House,C05,2023,Biology & Life Sciences,STEM,$100K-$150K,0,1,3.55,Enrolled (Active),,,,3.06
S004269,A015682,Social Media,C05,2023,Arts & Humanities,Non-STEM,$150K+,0,0,3.29,Dropped Out,,2025,2,1.94
S004270,A015683,Friends / Family / Alumni,C05,2023,Engineering,STEM,$100K-$150K,0,0,3.54,Enrolled (Active),,,,2.95
S004271,A015685,High School Counselor,C05,2023,Biology & Life Sciences,STEM,$150K+,0,0,2.83,Dropped Out,,2026,3,2.62
S004272,A015686,High School Counselor,C05,2023,Arts & Humanities,Non-STEM,$100K-$150K,1,0,3.11,Dropped Out,,2025,2,2.31
S004273,A015693,Friends / Family / Alumni,C05,2023,Engineering,STEM,Under $30K,0,1,3.01,Enrolled (Active),,,,3.01
S004274,A015694,High School Counselor,C05,2023,Engineering,STEM,Under $30K,1,1,3.1,Enrolled (Active),,,,2.33
S004275,A015697,Online Search / Rankings Sites,C05,2023,Physical Sciences & Math,STEM,$60K-$100K,1,0,3.7,Dropped Out,,2025,2,2.41
S004276,A015699,Friends / Family / Alumni,C05,2023,Business,Non-STEM,$60K-$100K,0,1,3.49,Enrolled (Active),,,,2.86
S004277,A015701,Campus Visit / Open House,C05,2023,Business,Non-STEM,$100K-$150K,0,1,2.96,Dropped Out,,2024,1,1.9
S004278,A015705,College Website,C05,2023,Computer Science,STEM,$60K-$100K,1,0,3.21,Enrolled (Active),,,,2.93
S004279,A015706,Friends / Family / Alumni,C05,2023,Arts & Humanities,Non-STEM,$150K+,0,0,3.91,Enrolled (Active),,,,2.88
S004280,A015707,College Website,C05,2023,Psychology,Non-STEM,$100K-$150K,1,1,3.25,Enrolled (Active),,,,2.54
S004281,A015709,Campus Visit / Open House,C05,2023,Engineering,STEM,$150K+,0,0,3.12,Dropped Out,,2024,1,2.2
S004282,A015711,College Website,C05,2023,Arts & Humanities,Non-STEM,$30K-$60K,0,0,3.3,Enrolled (Active),,,,3.48
S004283,A015712,College Website,C05,2023,Education,Non-STEM,$30K-$60K,1,0,3.1,Dropped Out,,2024,1,1.77
S004284,A015713,Friends / Family / Alumni,C05,2023,Business,Non-STEM,$30K-$60K,0,0,3.12,Enrolled (Active),,,,3.83
S004285,A015719,Friends / Family / Alumni,C05,2023,Computer Science,STEM,Under $30K,1,0,2.54,Dropped Out,,2026,3,1.92
S004286,A015722,Online Search / Rankings Sites,C05,2023,Arts & Humanities,Non-STEM,$60K-$100K,0,1,3.0,Dropped Out,,2026,3,2.14
S004287,A015726,College Fair,C05,2023,Arts & Humanities,Non-STEM,$150K+,0,0,3.96,Dropped Out,,2025,2,2.94
S004288,A015727,College Website,C05,2023,Business,Non-STEM,$30K-$60K,1,0,3.33,Dropped Out,,2024,1,3.14
S004289,A015731,Social Media,C05,2023,Psychology,Non-STEM,$30K-$60K,1,1,3.13,Dropped Out,,2025,2,2.61
S004290,A015735,Friends / Family / Alumni,C05,2023,Business,Non-STEM,Under $30K,1,1,3.88,Dropped Out,,2025,2,2.86
S004291,A015738,High School Counselor,C05,2023,Arts & Humanities,Non-STEM,$30K-$60K,0,1,3.83,Enrolled (Active),,,,3.4
S004292,A015740,Friends / Family / Alumni,C05,2023,Education,Non-STEM,$100K-$150K,0,1,3.73,Dropped Out,,2024,1,2.01
S004293,A015741,Friends / Family / Alumni,C05,2023,Biology & Life Sciences,STEM,$60K-$100K,0,0,3.85,Enrolled (Active),,,,2.83
S004294,A015742,High School Counselor,C05,2023,Engineering,STEM,$60K-$100K,1,0,3.29,Enrolled (Active),,,,2.41
S004295,A015746,Social Media,C05,2023,Nursing & Health Sciences,STEM,$30K-$60K,0,1,2.76,Enrolled (Active),,,,2.85
S004296,A015748,Social Media,C05,2023,Computer Science,STEM,Under $30K,1,1,2.83,Dropped Out,,2024,1,2.72
S004297,A015750,Social Media,C05,2023,Arts & Humanities,Non-STEM,$30K-$60K,0,0,3.47,Enrolled (Active),,,,2.99
S004298,A015754,Campus Visit / Open House,C05,2023,Physical Sciences & Math,STEM,$100K-$150K,0,1,3.47,Dropped Out,,2024,1,2.22
S004299,A015755,Advertising / Direct Mail,C05,2023,Computer Science,STEM,$60K-$100K,0,0,2.78,Dropped Out,,2024,1,2.09
S004300,A015756,Friends / Family / Alumni,C05,2023,Psychology,Non-STEM,Under $30K,0,0,3.39,Enrolled (Active),,,,3.05
S004301,A015757,College Website,C05,2023,Social Sciences,Non-STEM,$60K-$100K,0,1,3.92,Enrolled (Active),,,,3.61
S004302,A015759,Social Media,C05,2023,Nursing & Health Sciences,STEM,$60K-$100K,0,0,4.0,Enrolled (Active),,,,3.33
S004303,A015761,Campus Visit / Open House,C05,2023,Arts & Humanities,Non-STEM,$150K+,1,0,2.89,Dropped Out,,2026,3,2.37
S004304,A015764,College Website,C05,2023,Business,Non-STEM,$30K-$60K,0,0,3.08,Dropped Out,,2024,1,2.48
S004305,A015770,College Website,C05,2023,Physical Sciences & Math,STEM,Under $30K,1,1,3.6,Dropped Out,,2024,1,2.69
S004306,A015772,Social Media,C05,2023,Biology & Life Sciences,STEM,$60K-$100K,0,1,2.54,Enrolled (Active),,,,3.04
S004307,A015773,High School Counselor,C05,2023,Nursing & Health Sciences,STEM,Under $30K,0,0,2.95,Dropped Out,,2024,1,2.62
S004308,A015776,Campus Visit / Open House,C05,2023,Business,Non-STEM,$60K-$100K,0,1,3.31,Dropped Out,,2024,1,2.31
S004309,A015783,College Fair,C05,2023,Computer Science,STEM,$30K-$60K,1,0,3.02,Enrolled (Active),,,,3.62
S004310,A015784,High School Counselor,C05,2023,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.86,Dropped Out,,2025,2,2.04
S004311,A015786,High School Counselor,C05,2023,Education,Non-STEM,Under $30K,1,1,2.96,Enrolled (Active),,,,3.09
S004312,A015789,Social Media,C05,2023,Biology & Life Sciences,STEM,$150K+,0,0,3.09,Dropped Out,,2024,1,2.06
S004313,A015791,Friends / Family / Alumni,C05,2023,Computer Science,STEM,Under $30K,1,0,2.88,Dropped Out,,2024,1,2.5
S004314,A015793,Friends / Family / Alumni,C05,2023,Computer Science,STEM,$150K+,0,1,3.34,Dropped Out,,2026,3,3.28
S004315,A015794,Online Search / Rankings Sites,C05,2023,Computer Science,STEM,$30K-$60K,1,0,3.38,Dropped Out,,2024,1,2.13
S004316,A015796,College Website,C05,2023,Social Sciences,Non-STEM,$60K-$100K,0,0,3.64,Enrolled (Active),,,,3.56
S004317,A015799,Social Media,C05,2023,Psychology,Non-STEM,Under $30K,1,0,2.58,Enrolled (Active),,,,2.88
S004318,A015803,High School Counselor,C05,2023,Social Sciences,Non-STEM,$100K-$150K,0,0,3.32,Dropped Out,,2025,2,2.93
S004319,A015806,Social Media,C05,2023,Business,Non-STEM,$150K+,0,0,2.57,Enrolled (Active),,,,2.59
S004320,A015809,College Website,C05,2023,Physical Sciences & Math,STEM,Under $30K,1,1,3.07,Dropped Out,,2024,1,2.23
S004321,A015811,High School Counselor,C05,2023,Business,Non-STEM,$60K-$100K,0,1,3.27,Enrolled (Active),,,,2.62
S004322,A015813,Campus Visit / Open House,C05,2023,Computer Science,STEM,$100K-$150K,1,0,3.64,Enrolled (Active),,,,2.95
S004323,A015815,College Fair,C05,2023,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.68,Dropped Out,,2025,2,2.32
S004324,A015817,High School Counselor,C05,2023,Biology & Life Sciences,STEM,Under $30K,0,0,3.14,Enrolled (Active),,,,2.22
S004325,A015819,College Fair,C05,2023,Computer Science,STEM,$30K-$60K,0,0,3.88,Enrolled (Active),,,,3.44
S004326,A015821,Campus Visit / Open House,C05,2023,Psychology,Non-STEM,Under $30K,0,1,3.4,Dropped Out,,2024,1,2.66
S004327,A015823,Friends / Family / Alumni,C05,2023,Education,Non-STEM,$150K+,0,0,2.82,Enrolled (Active),,,,2.85
S004328,A015827,Advertising / Direct Mail,C05,2023,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.16,Dropped Out,,2025,2,2.19
S004329,A015828,Campus Visit / Open House,C05,2023,Computer Science,STEM,$100K-$150K,0,1,2.75,Enrolled (Active),,,,3.39
S004330,A015832,Social Media,C05,2023,Computer Science,STEM,$60K-$100K,1,0,3.21,Enrolled (Active),,,,3.48
S004331,A015834,Campus Visit / Open House,C05,2023,Computer Science,STEM,$60K-$100K,1,1,3.82,Enrolled (Active),,,,3.06
S004332,A015838,Friends / Family / Alumni,C05,2023,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.44,Enrolled (Active),,,,2.51
S004333,A015842,Campus Visit / Open House,C05,2023,Business,Non-STEM,$150K+,0,0,3.67,Enrolled (Active),,,,2.91
S004334,A015845,Online Search / Rankings Sites,C05,2023,Business,Non-STEM,$150K+,0,0,3.05,Enrolled (Active),,,,2.81
S004335,A015847,Friends / Family / Alumni,C05,2023,Psychology,Non-STEM,$60K-$100K,0,0,3.57,Enrolled (Active),,,,3.19
S004336,A015848,College Website,C05,2023,Engineering,STEM,$100K-$150K,0,0,3.38,Dropped Out,,2024,1,2.4
S004337,A015849,High School Counselor,C05,2023,Psychology,Non-STEM,Under $30K,1,0,2.65,Dropped Out,,2024,1,2.25
S004338,A015852,College Website,C05,2023,Business,Non-STEM,$100K-$150K,1,0,2.86,Enrolled (Active),,,,2.77
S004339,A015857,Campus Visit / Open House,C05,2023,Education,Non-STEM,$60K-$100K,0,1,3.23,Enrolled (Active),,,,2.67
S004340,A015858,Campus Visit / Open House,C05,2023,Psychology,Non-STEM,$150K+,0,0,3.44,Enrolled (Active),,,,3.2
S004341,A015859,College Website,C05,2023,Social Sciences,Non-STEM,$60K-$100K,1,1,2.78,Dropped Out,,2026,3,2.5
S004342,A015861,Online Search / Rankings Sites,C05,2023,Business,Non-STEM,$60K-$100K,1,1,3.43,Enrolled (Active),,,,2.72
S004343,A015862,High School Counselor,C05,2023,Social Sciences,Non-STEM,Under $30K,0,1,2.96,Dropped Out,,2024,1,2.4
S004344,A015870,High School Counselor,C05,2023,Business,Non-STEM,Under $30K,0,0,3.69,Enrolled (Active),,,,3.18
S004345,A015877,Campus Visit / Open House,C05,2023,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.93,Enrolled (Active),,,,3.43
S004346,A015885,Friends / Family / Alumni,C05,2023,Business,Non-STEM,$30K-$60K,0,0,3.6,Enrolled (Active),,,,3.16
S004347,A015888,Campus Visit / Open House,C05,2023,Social Sciences,Non-STEM,$150K+,1,0,3.36,Enrolled (Active),,,,3.16
S004348,A015894,College Website,C05,2023,Psychology,Non-STEM,$60K-$100K,1,1,3.36,Enrolled (Active),,,,3.6
S004349,A015895,College Website,C05,2023,Arts & Humanities,Non-STEM,$60K-$100K,0,1,3.55,Enrolled (Active),,,,3.06
S004350,A015899,Campus Visit / Open House,C05,2023,Computer Science,STEM,$150K+,0,0,3.07,Dropped Out,,2024,1,1.5
S004351,A015906,Friends / Family / Alumni,C05,2023,Education,Non-STEM,$60K-$100K,0,1,3.63,Enrolled (Active),,,,3.03
S004352,A015907,Online Search / Rankings Sites,C05,2023,Computer Science,STEM,$100K-$150K,0,0,3.3,Enrolled (Active),,,,3.35
S004353,A015911,Campus Visit / Open House,C05,2023,Psychology,Non-STEM,$60K-$100K,0,0,2.62,Enrolled (Active),,,,3.15
S004354,A015914,High School Counselor,C05,2023,Engineering,STEM,$30K-$60K,0,1,2.66,Dropped Out,,2025,2,2.91
S004355,A015918,High School Counselor,C05,2023,Engineering,STEM,$30K-$60K,1,0,3.47,Enrolled (Active),,,,2.73
S004356,A015919,Social Media,C05,2023,Business,Non-STEM,$60K-$100K,0,1,3.38,Enrolled (Active),,,,3.1
S004357,A015932,High School Counselor,C05,2023,Biology & Life Sciences,STEM,$30K-$60K,0,0,2.87,Enrolled (Active),,,,2.85
S004358,A015933,High School Counselor,C05,2023,Education,Non-STEM,$60K-$100K,0,0,2.84,Dropped Out,,2025,2,2.53
S004359,A015934,Campus Visit / Open House,C05,2023,Biology & Life Sciences,STEM,$100K-$150K,1,0,3.2,Enrolled (Active),,,,2.46
S004360,A015942,Online Search / Rankings Sites,C05,2023,Social Sciences,Non-STEM,$60K-$100K,0,0,3.0,Enrolled (Active),,,,2.32
S004361,A015943,Friends / Family / Alumni,C05,2023,Business,Non-STEM,Under $30K,1,0,2.97,Enrolled (Active),,,,3.16
S004362,A015944,Social Media,C05,2023,Business,Non-STEM,Under $30K,1,1,3.83,Dropped Out,,2025,2,2.6
S004363,A015945,Campus Visit / Open House,C05,2023,Physical Sciences & Math,STEM,$100K-$150K,0,1,3.74,Enrolled (Active),,,,2.95
S004364,A015947,College Website,C05,2023,Computer Science,STEM,$100K-$150K,1,0,3.02,Dropped Out,,2026,3,1.89
S004365,A015950,Friends / Family / Alumni,C05,2023,Education,Non-STEM,$100K-$150K,0,1,3.58,Enrolled (Active),,,,2.89
S004366,A015951,Friends / Family / Alumni,C05,2023,Biology & Life Sciences,STEM,$100K-$150K,0,0,2.83,Dropped Out,,2025,2,3.03
S004367,A015958,Social Media,C05,2023,Business,Non-STEM,$150K+,0,0,4.0,Enrolled (Active),,,,2.94
