student_id,application_id,discovery_channel,college_id,cohort_year,field_of_study,stem_flag,family_income_band,first_gen_flag,in_state_flag,hs_gpa,annual_tuition_usd,scholarship_type,annual_scholarship_usd,annual_grant_usd,annual_loan_usd,annual_net_cost_usd,enrollment_status,graduation_year,dropout_year,years_to_outcome,cumulative_gpa
S001108,A004107,College Website,C02,2019,Engineering,STEM,$30K-$60K,1,1,3.37,39350,None,0,0,0,39350,Dropped Out,,2021,2,2.35
S001109,A004113,College Fair,C02,2019,Engineering,STEM,$60K-$100K,0,0,3.16,38190,Departmental,8200,0,0,29990,Dropped Out,,2020,1,2.54
S001110,A004121,College Website,C02,2019,Biology & Life Sciences,STEM,$60K-$100K,0,0,3.44,37850,None,0,0,0,37850,Graduated,2025,,6,2.8
S001111,A004123,College Website,C02,2019,Social Sciences,Non-STEM,$100K-$150K,0,0,3.39,38220,Merit,10350,0,0,27870,Graduated,2024,,5,3.63
S001112,A004134,Friends / Family / Alumni,C02,2019,Education,Non-STEM,$150K+,0,0,3.44,38150,None,0,0,13900,38150,Graduated,2024,,5,2.9
S001113,A004136,Friends / Family / Alumni,C02,2019,Computer Science,STEM,$60K-$100K,0,0,3.27,39520,Departmental,6450,0,15100,33070,Graduated,2024,,5,2.76
S001114,A004145,High School Counselor,C02,2019,Business,Non-STEM,$60K-$100K,1,0,3.85,38470,Merit,17350,0,8700,21120,Graduated,2025,,6,3.12
S001115,A004150,College Website,C02,2019,Psychology,Non-STEM,$100K-$150K,0,0,2.58,37850,None,0,0,14700,37850,Dropped Out,,2022,3,3.12
S001116,A004168,High School Counselor,C02,2019,Business,Non-STEM,$100K-$150K,0,1,3.53,39870,Athletic,23800,0,0,16070,Dropped Out,,2023,4,2.83
S001117,A004169,Online Search / Rankings Sites,C02,2019,Engineering,STEM,$150K+,0,0,3.92,38980,Merit,9200,0,13900,29780,Graduated,2023,,4,3.04
S001118,A004177,Campus Visit / Open House,C02,2019,Computer Science,STEM,$30K-$60K,0,0,3.58,37640,Need-Based,16200,3017,5800,18423,Graduated,2024,,5,4.0
S001119,A004186,High School Counselor,C02,2020,Computer Science,STEM,Under $30K,1,1,3.49,39650,Merit,6850,0,0,32800,Graduated,2024,,4,2.92
S001120,A004190,College Fair,C02,2020,Engineering,STEM,$30K-$60K,1,0,3.16,39400,Merit,13100,3552,0,22748,Graduated,2025,,5,3.35
S001121,A004191,Social Media,C02,2020,Nursing & Health Sciences,STEM,$150K+,0,0,2.63,39810,None,0,0,19500,39810,Dropped Out,,2021,1,2.2
S001122,A004193,College Fair,C02,2020,Business,Non-STEM,Under $30K,0,0,3.14,39590,Need-Based,9800,0,0,29790,Graduated,2024,,4,3.16
S001123,A004200,High School Counselor,C02,2020,Psychology,Non-STEM,Under $30K,1,1,2.74,40060,Need-Based,11600,6234,14000,22226,Graduated,2024,,4,3.08
S001124,A004204,Advertising / Direct Mail,C02,2020,Education,Non-STEM,$30K-$60K,1,0,3.2,39580,Merit,21450,0,0,18130,Graduated,2025,,5,2.81
S001125,A004210,College Website,C02,2020,Business,Non-STEM,$100K-$150K,0,0,3.3,40840,Merit,10800,0,0,30040,Dropped Out,,2022,2,2.62
S001126,A004212,Campus Visit / Open House,C02,2020,Business,Non-STEM,$60K-$100K,0,0,3.57,40720,None,0,0,25500,40720,Dropped Out,,2021,1,2.47
S001127,A004213,Campus Visit / Open House,C02,2020,Psychology,Non-STEM,$100K-$150K,0,1,3.84,40040,Merit,15200,0,0,24840,Graduated,2025,,5,3.22
S001128,A004219,High School Counselor,C02,2020,Arts & Humanities,Non-STEM,$60K-$100K,0,0,2.64,40900,Merit,7750,0,0,33150,Graduated,2024,,4,2.85
S001129,A004235,College Fair,C02,2020,Education,Non-STEM,$100K-$150K,0,1,3.18,39180,Merit,21250,0,0,17930,Graduated,2024,,4,3.11
S001130,A004241,Friends / Family / Alumni,C02,2020,Physical Sciences & Math,STEM,$30K-$60K,1,0,3.64,40450,Need-Based,17700,5901,5100,16849,Graduated,2024,,4,3.23
S001131,A004245,High School Counselor,C02,2020,Business,Non-STEM,$60K-$100K,0,0,4.0,40750,Merit,11800,0,10100,28950,Graduated,2025,,5,3.32
S001132,A004249,Campus Visit / Open House,C02,2020,Engineering,STEM,Under $30K,0,0,3.4,39560,Merit,21600,0,0,17960,Graduated,2025,,5,3.58
S001133,A004251,College Website,C02,2020,Nursing & Health Sciences,STEM,$150K+,0,1,3.05,39260,None,0,0,0,39260,Graduated,2024,,4,2.92
S001134,A004264,College Fair,C02,2020,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.18,40730,None,0,0,0,40730,Graduated,2025,,5,3.3
S001135,A004267,High School Counselor,C02,2020,Computer Science,STEM,$30K-$60K,0,1,3.42,40370,Need-Based,20500,6962,5000,12908,Graduated,2025,,5,3.12
S001136,A004270,College Website,C02,2020,Engineering,STEM,$30K-$60K,0,0,3.86,40170,Merit,14050,0,8400,26120,Graduated,2024,,4,3.12
S001137,A004271,College Website,C02,2020,Computer Science,STEM,$150K+,0,1,3.65,41040,Merit,14150,0,12700,26890,Dropped Out,,2021,1,2.77
S001138,A004275,College Website,C02,2020,Psychology,Non-STEM,$30K-$60K,1,0,3.13,40200,None,0,0,0,40200,Graduated,2024,,4,3.63
S001139,A004278,College Fair,C02,2020,Business,Non-STEM,$60K-$100K,1,0,3.93,39350,Athletic,18400,0,9100,20950,Graduated,2025,,5,3.15
S001140,A004282,High School Counselor,C02,2020,Social Sciences,Non-STEM,Under $30K,0,0,3.9,38950,Departmental,2400,6412,0,30138,Graduated,2024,,4,2.75
S001141,A004283,Campus Visit / Open House,C02,2020,Nursing & Health Sciences,STEM,$150K+,1,0,2.99,41020,Athletic,30350,0,0,10670,Graduated,2025,,5,2.86
S001142,A004289,College Website,C02,2020,Computer Science,STEM,$30K-$60K,0,0,3.65,39900,None,0,5015,0,34885,Dropped Out,,2021,1,2.51
S001143,A004291,College Fair,C02,2020,Nursing & Health Sciences,STEM,$100K-$150K,0,0,2.92,40880,Need-Based,22700,0,8800,18180,Graduated,2024,,4,3.29
S001144,A004293,Social Media,C02,2020,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.78,40360,None,0,0,0,40360,Graduated,2025,,5,3.68
S001145,A004297,Friends / Family / Alumni,C02,2020,Arts & Humanities,Non-STEM,$100K-$150K,1,0,3.78,39750,None,0,0,0,39750,Graduated,2024,,4,3.39
S001146,A004302,Campus Visit / Open House,C02,2020,Computer Science,STEM,$150K+,0,0,3.09,40270,None,0,0,17200,40270,Graduated,2024,,4,3.53
S001147,A004307,Campus Visit / Open House,C02,2020,Business,Non-STEM,$150K+,0,0,3.5,39700,Merit,21250,0,9800,18450,Graduated,2025,,5,3.24
S001148,A004311,High School Counselor,C02,2020,Social Sciences,Non-STEM,$60K-$100K,1,0,2.9,40130,None,0,0,26500,40130,Graduated,2025,,5,3.08
S001149,A004321,High School Counselor,C02,2020,Computer Science,STEM,$60K-$100K,0,0,3.4,40170,Need-Based,25150,0,5000,15020,Graduated,2025,,5,3.68
S001150,A004327,College Website,C02,2020,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.67,39900,Merit,16650,0,13500,23250,Graduated,2024,,4,2.76
S001151,A004328,Friends / Family / Alumni,C02,2020,Business,Non-STEM,$60K-$100K,1,1,3.1,41020,None,0,0,27100,41020,Graduated,2024,,4,2.85
S001152,A004334,College Website,C02,2020,Business,Non-STEM,$60K-$100K,0,0,3.44,40480,Departmental,9350,0,0,31130,Graduated,2024,,4,2.99
S001153,A004335,Campus Visit / Open House,C02,2020,Social Sciences,Non-STEM,$60K-$100K,0,0,2.78,39740,Merit,16350,0,0,23390,Graduated,2025,,5,2.68
S001154,A004337,College Website,C02,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.4,41100,Departmental,6300,0,0,34800,Graduated,2024,,4,3.4
S001155,A004338,College Website,C02,2020,Engineering,STEM,$100K-$150K,0,1,3.64,39990,Merit,8150,0,18700,31840,Graduated,2025,,5,2.94
S001156,A004340,College Fair,C02,2020,Nursing & Health Sciences,STEM,$60K-$100K,0,1,4.0,39880,Merit,9700,0,0,30180,Graduated,2024,,4,3.05
S001157,A004342,Friends / Family / Alumni,C02,2020,Business,Non-STEM,Under $30K,1,0,3.45,40300,Merit,8650,4980,14100,26670,Graduated,2025,,5,3.56
S001158,A004352,Advertising / Direct Mail,C02,2020,Education,Non-STEM,$100K-$150K,1,0,3.37,40980,Need-Based,18450,0,7800,22530,Graduated,2024,,4,3.08
S001159,A004353,High School Counselor,C02,2020,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.88,39340,Need-Based,16550,0,10500,22790,Graduated,2024,,4,2.87
S001160,A004355,College Website,C02,2020,Biology & Life Sciences,STEM,$150K+,0,1,3.52,40830,Need-Based,18050,0,6800,22780,Dropped Out,,2021,1,2.06
S001161,A004357,High School Counselor,C02,2020,Business,Non-STEM,$30K-$60K,0,1,3.7,39320,Merit,17800,5273,0,16247,Graduated,2025,,5,3.06
S001162,A004358,High School Counselor,C02,2020,Computer Science,STEM,$30K-$60K,0,1,3.1,39840,Need-Based,25450,3807,0,10583,Graduated,2025,,5,2.89
S001163,A004363,Campus Visit / Open House,C02,2020,Arts & Humanities,Non-STEM,$60K-$100K,1,0,3.38,40920,None,0,0,20400,40920,Graduated,2024,,4,2.93
S001164,A004368,Campus Visit / Open House,C02,2020,Physical Sciences & Math,STEM,$100K-$150K,0,0,3.1,40750,Merit,8750,0,0,32000,Dropped Out,,2023,3,2.01
S001165,A004372,Friends / Family / Alumni,C02,2020,Nursing & Health Sciences,STEM,$150K+,0,1,2.93,40700,Merit,19350,0,0,21350,Graduated,2025,,5,2.62
S001166,A004374,High School Counselor,C02,2020,Arts & Humanities,Non-STEM,$30K-$60K,0,1,3.65,38850,Merit,10900,3378,0,24572,Graduated,2024,,4,2.86
S001167,A004386,Campus Visit / Open House,C02,2020,Education,Non-STEM,$150K+,0,0,3.65,39230,Merit,11650,0,12900,27580,Graduated,2024,,4,3.61
S001168,A004398,College Website,C02,2021,Business,Non-STEM,Under $30K,0,1,3.31,41400,None,0,0,0,41400,Dropped Out,,2023,2,2.25
S001169,A004401,College Website,C02,2021,Business,Non-STEM,$100K-$150K,0,1,3.51,40200,None,0,0,0,40200,Dropped Out,,2022,1,1.86
S001170,A004403,Advertising / Direct Mail,C02,2021,Business,Non-STEM,$100K-$150K,0,1,2.91,40530,None,0,0,0,40530,Graduated,2026,,5,2.74
S001171,A004409,College Fair,C02,2021,Nursing & Health Sciences,STEM,$100K-$150K,1,1,3.17,40080,Departmental,5550,0,0,34530,Enrolled (Active),,,,2.35
S001172,A004413,College Website,C02,2021,Psychology,Non-STEM,Under $30K,1,0,3.64,41540,Merit,6400,4904,20900,30236,Graduated,2025,,4,3.07
S001173,A004414,High School Counselor,C02,2021,Nursing & Health Sciences,STEM,Under $30K,1,0,3.61,41420,Need-Based,8550,0,19900,32870,Graduated,2025,,4,3.0
S001174,A004420,Campus Visit / Open House,C02,2021,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.42,40950,Departmental,9300,0,0,31650,Graduated,2025,,4,2.89
S001175,A004427,College Website,C02,2021,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.62,40980,Merit,12350,0,17000,28630,Graduated,2025,,4,2.6
S001176,A004432,College Website,C02,2021,Business,Non-STEM,$30K-$60K,0,0,3.31,40230,Need-Based,24400,5377,3300,10453,Dropped Out,,2023,2,1.69
S001177,A004433,Friends / Family / Alumni,C02,2021,Business,Non-STEM,$100K-$150K,0,1,3.1,41590,None,0,0,0,41590,Dropped Out,,2024,3,2.52
S001178,A004434,Friends / Family / Alumni,C02,2021,Arts & Humanities,Non-STEM,$60K-$100K,0,1,2.8,41730,None,0,0,26100,41730,Dropped Out,,2022,1,0.91
S001179,A004436,College Website,C02,2021,Business,Non-STEM,$60K-$100K,0,0,2.13,40790,None,0,0,15600,40790,Dropped Out,,2023,2,2.55
S001180,A004439,Campus Visit / Open House,C02,2021,Physical Sciences & Math,STEM,Under $30K,1,1,2.89,40100,Merit,18050,0,0,22050,Dropped Out,,2023,2,2.65
S001181,A004441,Campus Visit / Open House,C02,2021,Social Sciences,Non-STEM,$30K-$60K,0,1,3.02,40770,Need-Based,27850,2191,4000,10729,Graduated,2026,,5,3.05
S001182,A004442,College Website,C02,2021,Business,Non-STEM,$100K-$150K,0,1,3.42,41890,Departmental,8700,0,11400,33190,Graduated,2026,,5,3.76
S001183,A004452,Campus Visit / Open House,C02,2021,Biology & Life Sciences,STEM,$100K-$150K,0,1,3.46,40550,Merit,13100,0,16300,27450,Dropped Out,,2024,3,2.13
S001184,A004456,Online Search / Rankings Sites,C02,2021,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.37,41560,Merit,15600,0,0,25960,Dropped Out,,2022,1,3.26
S001185,A004458,Friends / Family / Alumni,C02,2021,Arts & Humanities,Non-STEM,$30K-$60K,1,0,2.98,41170,None,0,5068,0,36102,Dropped Out,,2022,1,1.37
S001186,A004459,Campus Visit / Open House,C02,2021,Social Sciences,Non-STEM,Under $30K,1,0,2.91,41570,None,0,0,0,41570,Dropped Out,,2024,3,1.9
S001187,A004465,High School Counselor,C02,2021,Engineering,STEM,Under $30K,1,1,3.53,40170,None,0,0,18600,40170,Graduated,2025,,4,3.27
S001188,A004469,College Website,C02,2021,Physical Sciences & Math,STEM,$30K-$60K,1,0,3.08,40320,Merit,20400,0,11600,19920,Graduated,2025,,4,2.72
S001189,A004472,College Website,C02,2021,Psychology,Non-STEM,Under $30K,0,0,3.33,40460,Departmental,9000,6253,0,25207,Graduated,2026,,5,3.22
S001190,A004476,Campus Visit / Open House,C02,2021,Business,Non-STEM,$60K-$100K,0,0,4.0,41900,Merit,14950,0,0,26950,Graduated,2026,,5,3.2
S001191,A004479,Friends / Family / Alumni,C02,2021,Social Sciences,Non-STEM,$30K-$60K,0,0,3.07,40280,Merit,13650,0,18100,26630,Dropped Out,,2024,3,3.27
S001192,A004482,Online Search / Rankings Sites,C02,2021,Social Sciences,Non-STEM,$100K-$150K,0,0,4.0,41810,Departmental,9800,0,0,32010,Graduated,2026,,5,3.36
S001193,A004506,College Fair,C02,2021,Psychology,Non-STEM,$60K-$100K,0,1,4.0,40890,Merit,11850,0,10200,29040,Graduated,2025,,4,3.31
S001194,A004508,Social Media,C02,2021,Engineering,STEM,$30K-$60K,0,1,2.63,40410,Departmental,9600,6569,10900,24241,Dropped Out,,2024,3,2.05
S001195,A004511,Social Media,C02,2021,Education,Non-STEM,$30K-$60K,0,1,3.39,40210,Need-Based,27400,2885,0,9925,Graduated,2026,,5,3.05
S001196,A004517,Campus Visit / Open House,C02,2021,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.65,40720,Merit,18550,0,0,22170,Graduated,2025,,4,3.56
S001197,A004518,Campus Visit / Open House,C02,2021,Computer Science,STEM,Under $30K,0,0,4.0,41120,Need-Based,25450,5980,0,9690,Graduated,2025,,4,2.77
S001198,A004524,College Website,C02,2021,Arts & Humanities,Non-STEM,$100K-$150K,0,0,2.98,40780,Departmental,8850,0,17700,31930,Dropped Out,,2022,1,2.15
S001199,A004531,Campus Visit / Open House,C02,2021,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.18,39890,Need-Based,11950,0,9200,27940,Graduated,2025,,4,2.58
S001200,A004534,Campus Visit / Open House,C02,2021,Physical Sciences & Math,STEM,$30K-$60K,0,1,2.8,40500,None,0,3776,16800,36724,Dropped Out,,2022,1,1.79
S001201,A004542,College Website,C02,2021,Nursing & Health Sciences,STEM,$150K+,0,1,2.67,40360,Merit,13900,0,0,26460,Graduated,2026,,5,2.8
S001202,A004546,Friends / Family / Alumni,C02,2021,Social Sciences,Non-STEM,$30K-$60K,1,0,3.22,40090,Merit,18550,3277,0,18263,Dropped Out,,2024,3,3.43
S001203,A004547,Online Search / Rankings Sites,C02,2021,Business,Non-STEM,Under $30K,1,1,3.37,41160,Athletic,16950,5708,0,18502,Graduated,2026,,5,3.24
S001204,A004553,Friends / Family / Alumni,C02,2021,Engineering,STEM,$30K-$60K,0,0,3.0,40250,Need-Based,9450,4912,14000,25888,Graduated,2026,,5,2.88
S001205,A004556,Campus Visit / Open House,C02,2021,Business,Non-STEM,$150K+,1,1,3.14,42170,Need-Based,29200,0,6200,12970,Graduated,2026,,5,2.95
S001206,A004557,College Fair,C02,2021,Physical Sciences & Math,STEM,$100K-$150K,1,0,3.44,40660,Merit,6500,0,0,34160,Dropped Out,,2022,1,2.33
S001207,A004560,High School Counselor,C02,2021,Social Sciences,Non-STEM,$100K-$150K,1,0,3.51,41640,Athletic,29650,0,7500,11990,Graduated,2026,,5,3.19
S001208,A004572,High School Counselor,C02,2021,Nursing & Health Sciences,STEM,Under $30K,1,0,3.3,42230,Merit,15150,0,18200,27080,Enrolled (Active),,,,3.28
S001209,A004575,Campus Visit / Open House,C02,2021,Psychology,Non-STEM,$150K+,0,1,3.18,41830,Merit,14150,0,0,27680,Dropped Out,,2023,2,2.46
S001210,A004582,Campus Visit / Open House,C02,2021,Education,Non-STEM,$100K-$150K,0,0,3.09,40610,None,0,0,0,40610,Dropped Out,,2022,1,1.81
S001211,A004583,Friends / Family / Alumni,C02,2021,Social Sciences,Non-STEM,$100K-$150K,0,0,3.87,41560,Merit,16350,0,10200,25210,Graduated,2025,,4,3.23
S001212,A004585,College Website,C02,2021,Education,Non-STEM,$100K-$150K,0,0,3.59,41360,Merit,22150,0,9600,19210,Graduated,2026,,5,3.23
S001213,A004590,College Fair,C02,2021,Arts & Humanities,Non-STEM,$30K-$60K,0,0,4.0,40640,Merit,11350,2237,15900,27053,Graduated,2025,,4,3.59
S001214,A004599,Friends / Family / Alumni,C02,2021,Social Sciences,Non-STEM,$100K-$150K,0,0,3.8,40590,Merit,9250,0,0,31340,Enrolled (Active),,,,3.54
S001215,A004601,Social Media,C02,2021,Nursing & Health Sciences,STEM,Under $30K,1,1,3.87,40350,Merit,17500,4242,0,18608,Graduated,2026,,5,3.08
S001216,A004602,Friends / Family / Alumni,C02,2021,Nursing & Health Sciences,STEM,$30K-$60K,0,1,3.6,40800,Need-Based,17250,0,13200,23550,Graduated,2025,,4,3.31
S001217,A004604,Friends / Family / Alumni,C02,2021,Computer Science,STEM,$150K+,0,0,3.57,41760,Departmental,2950,0,0,38810,Graduated,2026,,5,3.44
S001218,A004613,Campus Visit / Open House,C02,2021,Psychology,Non-STEM,$100K-$150K,0,0,3.62,40780,Merit,9450,0,11400,31330,Dropped Out,,2022,1,3.09
S001219,A004615,Friends / Family / Alumni,C02,2021,Biology & Life Sciences,STEM,Under $30K,1,0,3.0,40540,Need-Based,18600,4231,0,17709,Graduated,2025,,4,3.31
S001220,A004616,College Website,C02,2021,Education,Non-STEM,$60K-$100K,0,0,2.69,41600,Merit,15800,0,13000,25800,Graduated,2025,,4,3.43
S001221,A004621,Campus Visit / Open House,C02,2021,Psychology,Non-STEM,$60K-$100K,0,0,3.17,41940,None,0,0,0,41940,Graduated,2025,,4,2.92
S001222,A004627,Social Media,C02,2021,Education,Non-STEM,Under $30K,1,0,3.22,42120,Athletic,25800,4276,6600,12044,Graduated,2026,,5,2.87
S001223,A004631,Friends / Family / Alumni,C02,2021,Social Sciences,Non-STEM,Under $30K,0,1,3.76,42240,Departmental,8100,2827,0,31313,Graduated,2026,,5,2.96
S001224,A004633,High School Counselor,C02,2021,Education,Non-STEM,Under $30K,1,0,3.85,40120,Merit,7350,6605,13500,26165,Graduated,2025,,4,3.35
S001225,A004638,High School Counselor,C02,2021,Business,Non-STEM,$150K+,0,0,3.64,42190,Merit,17150,0,0,25040,Graduated,2025,,4,2.91
S001226,A004640,Campus Visit / Open House,C02,2021,Arts & Humanities,Non-STEM,Under $30K,1,0,2.59,40050,Need-Based,15850,4468,0,19732,Graduated,2025,,4,3.03
S001227,A004643,High School Counselor,C02,2021,Nursing & Health Sciences,STEM,Under $30K,1,0,3.67,40560,Departmental,7350,0,14400,33210,Graduated,2026,,5,2.82
S001228,A004655,Friends / Family / Alumni,C02,2022,Business,Non-STEM,$150K+,0,0,3.2,43540,Merit,21050,0,0,22490,Enrolled (Active),,,,2.69
S001229,A004668,Social Media,C02,2022,Nursing & Health Sciences,STEM,Under $30K,0,0,3.63,42860,Merit,8150,0,0,34710,Graduated,2026,,4,2.99
S001230,A004675,College Website,C02,2022,Nursing & Health Sciences,STEM,$30K-$60K,1,0,3.3,43180,Need-Based,12950,6674,0,23556,Graduated,2026,,4,2.79
S001231,A004677,Friends / Family / Alumni,C02,2022,Education,Non-STEM,$150K+,0,1,3.5,43020,None,0,0,0,43020,Enrolled (Active),,,,3.47
S001232,A004678,College Website,C02,2022,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.23,43510,Merit,11250,0,18300,32260,Graduated,2026,,4,2.71
S001233,A004680,Friends / Family / Alumni,C02,2022,Education,Non-STEM,$150K+,0,1,3.33,42550,None,0,0,0,42550,Enrolled (Active),,,,3.22
S001234,A004684,Campus Visit / Open House,C02,2022,Business,Non-STEM,$60K-$100K,1,0,2.73,41480,Athletic,29700,0,7200,11780,Enrolled (Active),,,,2.5
S001235,A004693,Campus Visit / Open House,C02,2022,Social Sciences,Non-STEM,Under $30K,1,0,3.43,41990,Need-Based,20100,0,0,21890,Dropped Out,,2023,1,3.22
S001236,A004694,Friends / Family / Alumni,C02,2022,Arts & Humanities,Non-STEM,$150K+,0,0,3.38,43570,Need-Based,27300,0,9300,16270,Graduated,2026,,4,2.89
S001237,A004695,Friends / Family / Alumni,C02,2022,Nursing & Health Sciences,STEM,$150K+,0,1,3.22,41820,None,0,0,21200,41820,Graduated,2026,,4,2.9
S001238,A004698,High School Counselor,C02,2022,Business,Non-STEM,$150K+,0,0,3.12,41540,Merit,17400,0,12300,24140,Graduated,2026,,4,2.8
S001239,A004701,Friends / Family / Alumni,C02,2022,Computer Science,STEM,$100K-$150K,0,0,3.94,42820,Departmental,3150,0,0,39670,Enrolled (Active),,,,3.13
S001240,A004703,Campus Visit / Open House,C02,2022,Education,Non-STEM,$100K-$150K,0,1,3.65,42850,Need-Based,14350,0,19800,28500,Enrolled (Active),,,,2.55
S001241,A004705,Campus Visit / Open House,C02,2022,Nursing & Health Sciences,STEM,$30K-$60K,1,1,3.49,43090,Need-Based,13200,4203,11200,25687,Dropped Out,,2024,2,2.71
S001242,A004711,Campus Visit / Open House,C02,2022,Business,Non-STEM,$100K-$150K,0,0,3.02,42600,Need-Based,24700,0,0,17900,Graduated,2026,,4,2.9
S001243,A004718,Campus Visit / Open House,C02,2022,Psychology,Non-STEM,Under $30K,1,1,3.45,41880,Merit,14500,0,15100,27380,Enrolled (Active),,,,2.76
S001244,A004724,High School Counselor,C02,2022,Nursing & Health Sciences,STEM,$60K-$100K,0,0,2.68,42160,None,0,0,0,42160,Dropped Out,,2023,1,2.18
S001245,A004725,Online Search / Rankings Sites,C02,2022,Engineering,STEM,$60K-$100K,0,1,3.92,42560,Merit,16350,0,0,26210,Graduated,2026,,4,2.79
S001246,A004728,High School Counselor,C02,2022,Psychology,Non-STEM,$150K+,1,0,3.4,42120,None,0,0,0,42120,Graduated,2026,,4,3.71
S001247,A004739,Friends / Family / Alumni,C02,2022,Nursing & Health Sciences,STEM,$150K+,0,0,4.0,42150,Merit,10900,0,0,31250,Enrolled (Active),,,,3.38
S001248,A004741,High School Counselor,C02,2022,Education,Non-STEM,$60K-$100K,1,0,3.74,43020,Merit,16550,0,16400,26470,Dropped Out,,2023,1,2.81
S001249,A004744,College Fair,C02,2022,Psychology,Non-STEM,$150K+,0,1,3.57,41670,Athletic,20350,0,13300,21320,Dropped Out,,2025,3,2.71
S001250,A004745,Campus Visit / Open House,C02,2022,Business,Non-STEM,$60K-$100K,0,0,3.23,43060,None,0,0,0,43060,Enrolled (Active),,,,3.0
S001251,A004746,Campus Visit / Open House,C02,2022,Psychology,Non-STEM,Under $30K,0,1,3.21,43210,Merit,15300,5907,0,22003,Graduated,2026,,4,3.02
S001252,A004747,Social Media,C02,2022,Education,Non-STEM,$60K-$100K,0,1,2.51,43590,Need-Based,25250,0,9500,18340,Graduated,2026,,4,2.4
S001253,A004756,Campus Visit / Open House,C02,2022,Business,Non-STEM,$100K-$150K,1,0,3.0,42600,Merit,16450,0,0,26150,Graduated,2026,,4,2.36
